### Concatenation over frame time of:
# fieldOutput: TEMP
# position: CENTROID
# config: Transform_0
# xcol: 2
# zcol: 4
1.072300000000000016e-04,0.000000000000000000e+00,4.200000305199999957e+02
3.197699999999999826e-04,0.000000000000000000e+00,4.200000305199999957e+02
5.284899999999999494e-04,0.000000000000000000e+00,4.200000305199999957e+02
7.334699999999999553e-04,0.000000000000000000e+00,4.200000305199999957e+02
9.347799999999999642e-04,0.000000000000000000e+00,4.200000305199999957e+02
1.132470000000000004e-03,0.000000000000000000e+00,4.200000305199999957e+02
1.326619999999999926e-03,0.000000000000000000e+00,4.200000305199999957e+02
1.517289999999999915e-03,0.000000000000000000e+00,4.200000305199999957e+02
1.704530000000000108e-03,0.000000000000000000e+00,4.200000305199999957e+02
1.888420000000000029e-03,0.000000000000000000e+00,4.200000305199999957e+02
2.069010000000000033e-03,0.000000000000000000e+00,4.200000305199999957e+02
2.246360000000000197e-03,0.000000000000000000e+00,4.200000305199999957e+02
2.420530000000000164e-03,0.000000000000000000e+00,4.200000305199999957e+02
2.591580000000000012e-03,0.000000000000000000e+00,4.200000305199999957e+02
2.759559999999999878e-03,0.000000000000000000e+00,4.200000305199999957e+02
2.924519999999999897e-03,0.000000000000000000e+00,4.200000305199999957e+02
3.086530000000000089e-03,0.000000000000000000e+00,4.200000305199999957e+02
3.245630000000000216e-03,0.000000000000000000e+00,4.200000305199999957e+02
3.401879999999999921e-03,0.000000000000000000e+00,4.200000305199999957e+02
3.555319999999999835e-03,0.000000000000000000e+00,4.200000305199999957e+02
3.706010000000000033e-03,0.000000000000000000e+00,4.200000305199999957e+02
3.853999999999999787e-03,0.000000000000000000e+00,4.200000305199999957e+02
3.999339999999999666e-03,0.000000000000000000e+00,4.200000305199999957e+02
4.142070000000000300e-03,0.000000000000000000e+00,4.200000305199999957e+02
4.282239999999999658e-03,0.000000000000000000e+00,4.200000305199999957e+02
4.419890000000000103e-03,0.000000000000000000e+00,4.200000305199999957e+02
4.555080000000000413e-03,0.000000000000000000e+00,4.200000305199999957e+02
4.687840000000000409e-03,0.000000000000000000e+00,4.200000305199999957e+02
4.818219999999999795e-03,0.000000000000000000e+00,4.200000305199999957e+02
4.946260000000000066e-03,0.000000000000000000e+00,4.200000305199999957e+02
5.072010000000000060e-03,0.000000000000000000e+00,4.200000305199999957e+02
5.195489999999999657e-03,0.000000000000000000e+00,4.200000305199999957e+02
